"0gCKwy3YmhKc9rzjYjTQKx","0.491","0.134","0.632248483655687","0.0562","0.441","0.000458","0.431","0.6322683827729332","0.59","[0, 1, 0, 0]"
"3UlqSc1S6M0hF9A1WeeZGQ","0.936","0.183","0.4995258628401711","0.0669","0.0231","0.0576","0.661","0.9375880583374585","0.347","[0, 0, 1, 0]"
"21ZFkD8Rtxypf8MHu0cCTZ","0.713","0.121","0.7849504690677689","0.0309","0.0285","1.01e-06","0.437","0.8792125204676136","0.333","[1, 0, 0, 0]"
"0PoFtgqPzj874nmPYjpgXk","0.898","0.0953","0.535196483631831","0.0377","0.00262","0.00164","0.595","0.9025551197593389","0.346","[0, 0, 1, 0]"
"7ysmJhXFQtiBQlk6EZ6sks","0.159","0.218","0.10230031072384939","0.0336","0.946","0.0127","0.505","0.6136476143330414","0.205","[0, 1, 0, 0]"
"7cKLOenzViwzoHJWciMIrj","0.605","0.248","0.7381391160174864","0.153","0.825","0.0178","0.722","0.8103271010243326","0.69","[0, 0, 0, 1]"
"5C3LuMxFHg6Tf2kg5fsi49","0.847","0.478","0.5113882378200425","0.0534","0.0346","0.0293","0.573","0.8547656220250561","0.181","[0, 0, 1, 0]"
"65n4DkUhKUO4tECIabKwy1","0.845","0.376","0.5113882378200425","0.0611","0.0265","4.24e-06","0.448","0.8844674612543314","0.471","[0, 0, 1, 0]"
"1AO26gK1sI6PoFY9eUF8yV","0.478","0.0569","0.21776911011313685","0.0627","0.0571","0.00129","0.837","0.8182856707665359","0.809","[0, 0, 0, 1]"
"21ZbFVuvLaV4qSyTTwu9j7","0.127","0.204","0.3577856900037573","0.0465","0.983","0.00122","0.695","0.5271695670385743","0.262","[0, 1, 0, 0]"
"0hgsUnkawqDllP4OF4g9MN","0.926","0.202","0.4576169091028371","0.0583","0.000149","0.00843","0.437","0.9138265869540383","0.236","[1, 0, 0, 0]"
"6cZRY3VaE6FeiMPHpaTvq0","0.696","0.102","0.5296261175025198","0.0642","0.229","0","0.609","0.8814972773314039","0.427","[0, 0, 0, 1]"
"5f2BmZkO1E6lMv0uKxIch8","0.441","0.0957","0.4360213033702504","0.0407","0.902","0.934","0.47","0.4836068695023038","0.717","[0, 1, 0, 0]"
"6YKW4wcIDefjPzaB5XEpeS","0.933","0.297","0.4875740280188223","0.0409","0.000471","0.285","0.669","0.8112790830509119","0.442","[0, 0, 1, 0]"
"4j9UEmmPDfWMeyOlxNtTM0","0.955","0.104","0.5114836616509516","0.0483","0.0409","0.915","0.515","0.8235406115532539","0.194","[0, 0, 1, 0]"
"54ZPmGE1uOG9IYoUBSRSp7","0.815","0.357","0.5113047419679972","0.0359","0.0028","0.00593","0.476","0.8482921442443166","0.144","[0, 0, 1, 0]"
"4KZH84dM3eRWmIThoxK64z","0.572","0.283","0.6142789834976412","0.0323","0.00765","0.00401","0.421","0.7724382163664749","0.301","[1, 0, 0, 0]"
"6gEM9VkLei8yho1uOe08LI","0.784","0.0619","0.7024684952258264","0.0428","0.0138","0","0.559","0.7729713263013593","0.876","[1, 0, 0, 0]"
"28bj6sHJRExzpr3v6lyGCQ","0.882","0.054","0.6039254978440178","0.0346","0.0561","0.000661","0.553","0.8731959940596321","0.873","[1, 0, 0, 0]"
"2q4gGYNmNYNyqgpVmGJH0c","0.732","0.123","0.1953743297966876","0.0297","0.648","0.929","0.53","0.8490156505845169","0.165","[1, 0, 0, 0]"
"341ShRaeysVdxLetlI391K","0.669","0.108","0.3444502096342285","0.0483","0.0937","0.82","0.633","0.7321122577205741","0.0384","[0, 0, 1, 0]"
"2XVns2YMCVq3WZ5sbU4r6T","0.781","0.323","0.37389442545907814","0.052","0.181","0.00238","0.268","0.8211035375652108","0.256","[1, 0, 0, 0]"
"48RnrW3wJ2fjeSxP0CKuel","0.68","0.0742","0.4759800325633823","0.049","0.101","0.00059","0.763","0.8284528388104032","0.487","[0, 0, 1, 0]"
"7zh4mt1B2jlGhM5sO4jthZ","0.829","0.11","0.6413614595074937","0.0524","0.069","2.82e-06","0.384","0.7920490461140093","0.538","[1, 0, 0, 0]"
"0Xk3jjyKrIzK1Yh8gFl6Qw","0.696","0.0859","0.498708796288013","0.0316","0.249","0","0.545","0.8439130269220517","0.675","[0, 0, 0, 1]"
"7ukWTNljvU6pmPkuWN1ZBX","0.321","0.112","0.4278387098698061","0.0365","0.0258","0","0.921","0.7376718327557975","0.438","[0, 0, 0, 1]"
"26JRni5Lqiyd9GNnlaz6DI","0.478","0.0399","0.1892373846713544","0.0855","0.0109","1.01e-06","0.781","0.640112714671947","0.633","[0, 0, 0, 1]"
"2InbYfB2xruIPSl1KG9sPL","0.735","0.351","0.3808186171894103","0.0332","0.343","0.00521","0.681","0.7755226381325919","0.718","[1, 0, 0, 0]"
"6py8loC4jhOj59bKbVIQYu","0.85","0.176","0.5114478777143607","0.0484","0.102","0","0.672","0.8957389284490309","0.375","[0, 0, 1, 0]"
"4mPd1gJhgcYFRSJyoYAxE8","0.529","0.0533","0.4785266560507655","0.123","0.0083","0","0.758","0.6484901565058452","0.832","[0, 0, 0, 1]"
"1kBQ7s1BKPIjtiyUfHnaAi","0.921","0.287","0.7948268355668473","0.105","0.00684","0","0.504","0.8244925935798332","0.717","[1, 0, 0, 0]"
"1Ka7lYWoj2t7PHbOXjls3W","0.284","0.105","0.2024416572733833","0.029","0.799","0.00218","0.391","0.6010433723011309","0.173","[0, 1, 0, 0]"
"3Tny13Wy19lH3octgSKMv3","0.383","0.0867","0.4277850339649198","0.0689","0.0274","0.0195","0.887","0.7540840028940253","0.689","[1, 0, 0, 0]"
"0RAeM2bHnW44bXIv4robTJ","0.512","0.156","0.5064918024965259","0.0626","0.048","0","0.934","0.7696965081299265","0.917","[0, 0, 0, 1]"
"4yqXZ2xYWKU2zUNkXTLN8p","0.768","0.0923","0.4041318518783585","0.0303","0.0131","0.0126","0.686","0.8334793039107421","0.145","[0, 0, 1, 0]"
"0uLOm3lOUScOhH2gBnr2cz","0.75","0.15","0.35387331293648944","0.0376","0.433","0","0.487","0.7871748981379231","0.47","[1, 0, 0, 0]"
"3Ix0grk4L4iofIaYRTWR7S","0.276","0.118","0.619670429943998","0.052","0.631","1.94e-05","0.665","0.3848672937054949","0.422","[0, 1, 0, 0]"
"02SHhf0kBy4BqEg4C76sh2","0.79","0.254","0.4640222337526018","0.0916","0.0207","0.023","0.683","0.8121929857964281","0.584","[1, 0, 0, 0]"
"0w339q5XFjT2dRjbxjaUSc","0.906","0.372","0.5113405259045881","0.0538","0.00677","0.0111","0.398","0.907391188454362","0.241","[0, 0, 1, 0]"
"6GMVbCz5dbSIX6AX1c3ZzH","0.862","0.087","0.5055912400923226","0.0293","0.0165","0.00437","0.491","0.8298998514908038","0.324","[0, 0, 1, 0]"
"07B8g4UIKqc6BcnMAz5pIf","0.877","0.193","0.2849594150519165","0.318","0.0145","0.00772","0.757","0.8439130269220517","0.771","[0, 0, 1, 0]"
"1O4BUZZrXGjGCiEUcOWL1z","0.931","0.368","0.4459513457742153","0.0399","0.0358","0.00409","0.582","0.9292106165035604","0.725","[1, 0, 0, 0]"
"455qS91NtCkjFhn3Kpg3Ne","0.638","0.262","0.5970311260608446","0.0311","0.00885","0.000976","0.714","0.7809298960435627","0.769","[0, 0, 0, 1]"
"586XiUcGrYZQTrUR9lv5j6","0.709","0.178","0.3725048159214662","0.139","0.00854","0.00379","0.718","0.8505769011081071","0.608","[1, 0, 0, 0]"
"5VkHbTwVM2TU2wrfm1Wfok","0.53","0.077","0.5053526805150501","0.0489","0.568","0.000893","0.864","0.7186321922242107","0.892","[1, 0, 0, 0]"
"0hvRqustByLdT678cyhS2X","0.545","0.0611","0.321685661973007","0.0483","0.0467","0.73","0.777","0.7524085145272457","0.76","[0, 0, 0, 1]"
"0INtJm8gCJKtNaAYQNVlpZ","0.428","0.344","0.23098531069402947","0.221","0.0122","0.317","0.811","0.6329538098320703","0.667","[0, 0, 0, 1]"
"7HVyQVKFkFOoNLkZZZZjgb","0.113","0.11","0.12266733463348302","0.0435","0.968","0.00353","0.632","0.6572103118693119","0.473","[0, 1, 0, 0]"
"1NaBa0dIa7Nb031z5dMPDD","0.467","0.153","0.5695013508436063","0.295","0.121","0","0.622","0.6053082517802063","0.774","[0, 0, 0, 1]"
"1PHlYnuoDNtuuq6yPXbSV6","0.309","0.0368","0.1935433850411217","0.216","0.043","0.0152","0.841","0.4879098282624424","0.927","[0, 0, 0, 1]"
"3j8EEMm9kbPLqByuaHmUmQ","0.782","0.363","0.48947057665813815","0.162","0.118","0","0.603","0.8574692509805414","0.733","[0, 0, 0, 1]"
"0yQLIH6DH7Hop9K1eHLzVL","0.651","0.052","0.21252079941314345","0.0705","0.0117","0","0.731","0.7080842313697117","0.627","[0, 0, 0, 1]"
"3yoWBFuanYVmwbJ4jF0AQi","0.724","0.0824","0.3643878263047718","0.105","0.372","0.000201","0.913","0.7167663074521152","0.745","[0, 0, 0, 1]"
"583d2NUV0t7Xk95ayb8qC4","0.571","0.0494","0.21549683013961696","0.348","0.258","0","0.776","0.7708008072807585","0.818","[0, 0, 0, 1]"
"6VbCaW5zcl9Ir5UxewNtw6","0.911","0.261","0.5351785916635357","0.0406","0.012","0.0167","0.521","0.7428506149803892","0.332","[0, 0, 1, 0]"
"3NmRPLkEx1EL7LHAe3OZVr","0.704","0.386","0.317934312620398","0.05","0.194","0","0.832","0.7756368759757815","0.766","[0, 0, 0, 1]"
"7ee1qcg8KKsAXm2dwyi6Ig","0.82","0.107","0.511913068890042","0.061","0.0146","0.148","0.513","0.8719774570656106","0.242","[0, 0, 1, 0]"
"38sD5Ol9zvwLHHzBTJykhL","0.735","0.0982","0.48746667620904977","0.0325","0.00239","0.00028","0.728","0.8035870682761509","0.548","[1, 0, 0, 0]"
"1Ws0kMatfMjIrvEIsApikx","0.156","0.0821","0.3010383305600782","0.0327","0.96","0.904","0.328","0.5746925098054149","0.0625","[0, 1, 0, 0]"
"2tmL6BDmK6SwOt2ETIgmfo","0.664","0.187","0.5585335742785065","0.0344","0.00119","0","0.325","0.8720155363466737","0.386","[1, 0, 0, 0]"
"2HP3ePEj4jFOAwxdpwT1xb","0.923","0.138","0.939346227478485","0.0537","0.266","0.028","0.214","0.766307452115304","0.582","[1, 0, 0, 0]"
"6OfozNNUAYL8srjQ2R7K9B","0.884","0.13","0.5799621883070023","0.0319","0.315","0.00633","0.558","0.8953962149194623","0.681","[1, 0, 0, 0]"
"3VLNpkOS3XsM0e8rTtZYFp","0.714","0.196","0.41059085243300947","0.0361","0.0188","0.000758","0.779","0.8291763451506036","0.778","[1, 0, 0, 0]"
"6rK27cC9hX0e1Chrnxo9Vn","0.0461","0.134","0.5396038718219391","0.0427","0.97","0.911","0.509","0.6342865846692816","0.368","[0, 1, 0, 0]"
"2ce5n5MpJQgvnAHtmfxS1C","0.97","0.201","0.5112391380842474","0.125","0.105","0.0053","0.602","0.8893796885114809","0.352","[0, 0, 1, 0]"
"4iXUDYg1ROaADhnGAZPVkG","0.582","0.357","0.33010085106129194","0.0277","0.179","0.0209","0.735","0.8450173260728837","0.75","[1, 0, 0, 0]"
"5xfRRvZe2OqiU4sXcUUUZ9","0.218","0.11","0.3776875227377097","0.0449","0.893","0.000722","0.538","0.4631963748524428","0.156","[0, 1, 0, 0]"
"5nHQZfrAnOwPYeC0k9PAwD","0.97","0.184","0.512920983104018","0.201","0.012","2.65e-06","0.485","0.8465785765964737","0.353","[0, 0, 1, 0]"
"5RWzKLxXVzkJQ702yWfp1w","0.159","0.175","0.128875847631998","0.06","0.457","0.0724","0.518","0.40763870378127265","0.359","[0, 1, 0, 0]"
"4LIw2QRvZWvtV48O92yfKu","0.357","0.105","0.7725155511024434","0.0864","0.61","0","0.586","0.643425612124443","0.603","[0, 1, 0, 0]"
"7vNq9awmDqVRUhA0HW1OaL","0.582","0.489","0.41404400231402794","0.0494","0.748","0","0.635","0.6579718974905754","0.726","[0, 1, 0, 0]"
"3WBWgjyg6ew1Bq2sehB4is","0.656","0.0651","0.23688966023152205","0.0562","0.228","0","0.573","0.8147442976276608","0.676","[1, 0, 0, 0]"
"0BweE3lWBMXRPWWLtLV5z8","0.661","0.0687","0.2969052858838334","0.0304","0.0204","0.000107","0.8","0.7257530177830243","0.586","[0, 0, 0, 1]"
"4W24WnJrd3nrdZUgC4kTIb","0.547","0.0808","0.5316777298670626","0.106","0.00394","0.00314","0.842","0.5894672708579263","0.73","[0, 0, 0, 1]"
"50n8pc2vLLyseltFK8nz34","0.415","0.345","0.22505114120937778","0.0747","0.615","0.348","0.456","0.5171547161189597","0.312","[0, 1, 0, 0]"
"4aqmlcfPbkcesc9S7ZI38J","0.998","0.26","0.6725829441830229","0.186","0.00494","0.0399","0.559","0.9816838658086134","0.529","[0, 0, 1, 0]"
"7Jt9DpsKlKRcR3RI9qUl9w","0.128","0.217","0.37166389341158085","0.0325","0.945","0.376","0.289","0.3344503255778531","0.0639","[0, 1, 0, 0]"
"6PK3gVfJg119Kafgaz8N1t","0.722","0.104","0.4999314141215342","0.0782","0.000209","0.422","0.594","0.698488252541792","0.269","[0, 0, 1, 0]"
"5l91mbOfBXZraLh291oLYM","0.541","0.0862","0.8998407614821706","0.102","0.469","0.0153","0.578","0.7042763032633943","0.746","[0, 0, 0, 1]"
"38PxUE5sqQsuhReM5ldNei","0.655","0.252","0.6243879455845605","0.0279","0.193","7.57e-05","0.574","0.7991698716728228","0.392","[1, 0, 0, 0]"
"7EEF1eGVxT86vsjguz2cl4","0.9","0.893","0.5124259719811776","0.0552","0.000358","0.492","0.406","0.8725105670004949","0.154","[0, 0, 1, 0]"
"3B6mCjnpTthmtFPuTAH0Kz","0.916","0.149","0.4756639411234963","0.0478","0.0275","0.000331","0.582","0.8361067743041011","0.399","[1, 0, 0, 0]"
"2uHLXH62HPCc76VKqBgovx","0.728","0.165","0.48749649615620877","0.0654","0.00268","0.901","0.584","0.8754807509234225","0.274","[0, 0, 1, 0]"
"1ObQx60VdEzrUgwZeDRg1w","0.95","0.161","0.5105353873312936","0.341","0.0224","0.000119","0.589","0.9370549484025741","0.668","[0, 0, 1, 0]"
"4ihpfPS3VmedvRvttAkgDi","0.5","0.485","0.22014874189642933","0.0421","0.64","0.752","0.358","0.45276265184113323","0.863","[0, 1, 0, 0]"
"2oFgZSzpbXscqwZQyoFIzW","0.148","0.0665","0.3139921156059711","0.0367","0.949","0.792","0.386","0.3209702600814897","0.128","[0, 1, 0, 0]"
"7vAb6xya02LhN4YQh8X42w","0.848","0.11","0.7020152320290088","0.0885","0.131","0","0.575","0.8778416663493392","0.425","[1, 0, 0, 0]"
"6X5N2WxTSCjrqqwExKidmw","0.866","0.435","1.0","0.0926","0.0803","6.46e-06","0.199","0.8556414454895092","0.674","[1, 0, 0, 0]"
"0RmXtDH1cBMGImRrmn5xL6","0.682","0.0351","0.3819756311391816","0.0361","0.0405","0","0.677","0.7795209626442253","0.884","[0, 0, 0, 1]"
"0wIVRaXMpAur6lxHEjsJPj","0.706","0.157","0.5232446488104824","0.0425","0.00136","0.296","0.568","0.7804729446708046","0.593","[0, 0, 1, 0]"
"3fNxSEmPtRQ30thjo0ADeC","0.939","0.144","0.7598062896232548","0.0414","0.226","0","0.446","0.9279920795095388","0.725","[0, 0, 0, 1]"
"2vnJVDfzn7CJjv5AM5Uw20","0.853","0.123","0.6074442516087861","0.0472","0.174","0.00123","0.556","0.8094512775598797","0.432","[1, 0, 0, 0]"
"0URS9f6Ck8mzhou6AMNCr5","0.464","0.0759","0.3921323051415553","0.142","0.497","7.08e-06","0.617","0.5876394653668939","0.63","[0, 0, 0, 1]"
"59qe4KcWj4JWQ61dH01ACD","0.75","0.171","0.6903914166264097","0.0293","0.00342","0.000785","0.507","0.8135257606336391","0.512","[1, 0, 0, 0]"
"4Xmi5NF1gh6ACPO5fX9HbQ","0.701","0.32","0.46383735008021565","0.0414","0.035","0.00228","0.757","0.8109363695213433","0.731","[1, 0, 0, 0]"
"4czopM9AcLjrH4IunzRoBg","0.474","0.0896","0.7315250517376084","0.243","0.0497","0.0013","0.75","0.6362667072845665","0.432","[0, 0, 0, 1]"
"6f9n1Bu0LujDu7WybpMTJG","0.841","0.107","0.47523453388440595","0.0353","0.0441","0","0.574","0.8107459731160275","0.588","[1, 0, 0, 0]"
"5hczVgr3jA5rs9F72O66Ul","0.362","0.114","0.5240617153626405","0.109","0.539","0","0.802","0.6465481131716232","0.43","[0, 1, 0, 0]"
"75jDPtDgao3pH9A2XVCWM7","0.839","0.0897","0.47527628181042864","0.0298","0.0046","9.31e-05","0.746","0.8832108449792468","0.759","[1, 0, 0, 0]"
"14aFuIi1l2arBrZfBv9fBP","0.17","0.114","0.4483846534623941","0.0411","0.823","0.777","0.526","0.5430486272419176","0.173","[0, 1, 0, 0]"
"3Ni6vR9yGUnVy7fRFwpVfE","0.487","0.0955","0.2962134631097434","0.0993","0.0442","0.00766","0.726","0.6898061764593885","0.483","[0, 0, 0, 1]"
"03KIehjWsm7GqoCN6Hyn98","0.731","0.333","0.7321512706279485","0.0288","0.437","8.11e-05","0.425","0.8554129698031301","0.622","[1, 0, 0, 0]"
"2iUrcZcAuVIahQD0dg9HLe","0.634","0.0746","0.3049089597013234","0.0364","0.779","0.402","0.496","0.6481855222573398","0.597","[0, 1, 0, 0]"
"1nw8lTaFu9kphHRNy67lXa","0.574","0.0602","0.21441138406302748","0.373","0.229","0","0.797","0.7647081223106508","0.825","[0, 0, 0, 1]"
"0OKMUpT5jHO3g5MePDoDXr","0.568","0.0511","0.23088988686312048","0.156","0.0367","0.0715","0.742","0.5591180838505769","0.685","[0, 0, 0, 1]"
"75A0vJQiBzAxkC7pMjoSeX","0.0978","0.121","0.4476033708468269","0.0397","0.965","0.915","0.445","0.016221773732911993","0.172","[0, 1, 0, 0]"
"29XbgaYB4Hs8vlLmpzkRgj","0.818","0.0402","0.36445939417795353","0.0661","0.0767","0","0.565","0.8053006359239938","0.711","[1, 0, 0, 0]"
"3eMrYc092k7SIJfWJ7oasR","0.262","0.204","0.37199787681976226","0.0942","0.984","0.912","0.831","0.5698183618293287","0.892","[0, 1, 0, 0]"
"36awJFwKZVxj5kE1Au6S4l","0.857","0.121","0.48724004461064097","0.0521","0.38","1.47e-05","0.639","0.8247591485472754","0.653","[1, 0, 0, 0]"
"1BuHbtYFgSaV99PFPBZEkW","0.0968","0.0715","0.15826042356252945","0.0285","0.867","3.58e-06","0.39","0.471573816686341","0.139","[0, 1, 0, 0]"
"2zpio68DmNsNa2lvPgsLr4","0.929","0.58","0.47570568904951904","0.0716","0.00661","0.000635","0.618","0.8580785194775523","0.881","[1, 0, 0, 0]"
"4DVu7YgHVJaeN0C7HNpy2q","0.298","0.278","0.4125052930406207","0.0321","0.91","0.83","0.42","0.48421613799931457","0.145","[0, 1, 0, 0]"
"2vDUqLZsaEEYmREcRo9gnn","0.784","0.0791","0.29116792805043146","0.0608","0.452","0.0477","0.786","0.8529378165340238","0.839","[0, 0, 0, 1]"
"3XeuoKNikCzGg0ZUgK8Dkr","0.891","0.262","0.49968689055482995","0.0792","0.0314","1.04e-05","0.654","0.9235748829062107","0.253","[0, 0, 1, 0]"
"5LucwdrsPJ11MkweMTFF4w","0.107","0.159","0.3143678469401752","0.0583","0.975","0.935","0.659","0.4093141921480523","0.738","[0, 1, 0, 0]"
"5wRlH3diPDfn9jv91hxkUy","0.328","0.111","0.8455446016949658","0.0386","0.93","0.732","0.336","0.47008872472487717","0.198","[0, 1, 0, 0]"
"2jCEQ4ViFk3rkb3zOzi3rS","0.252","0.149","0.358930775974665","0.036","0.858","0.412","0.626","0.6008529758958151","0.522","[0, 1, 0, 0]"
"18eBnNHweJp6IPRz6kWuyB","0.761","0.07","0.5833437703148391","0.108","0.0241","0.000228","0.775","0.91180838505769","0.815","[0, 0, 1, 0]"
"3qjF2EzZ7Kx0VD1AooRFjy","0.877","0.107","0.7136092274844489","0.11","0.076","9.75e-05","0.6","0.8218270439054111","0.916","[1, 0, 0, 0]"
"72up9r9k3uzSMDlHbs2ASj","0.824","0.521","0.5405402181627335","0.0598","0.0517","0.00126","0.497","0.8276150946270134","0.611","[1, 0, 0, 0]"
"6o14cBkDijtlVL9So2Os4p","0.929","0.124","0.6904570205101596","0.0704","0.0021","0.0011","0.521","0.8486348577738851","0.32","[1, 0, 0, 0]"
"5HArgIAtPsyx9eCCGmrxqs","0.877","0.0821","0.6780221025448343","0.0507","0.0398","0.00894","0.66","0.7733901983930543","0.898","[0, 0, 0, 1]"
"74qJizEF8CVxsvqGyI1cLm","0.911","0.493","0.6141298837618461","0.0729","0.0135","0","0.546","0.864818552225734","0.671","[1, 0, 0, 0]"
"5lPDEDGqXNAPZ12h79ASY9","0.834","0.0866","0.3103004061476803","0.0723","0.0875","1.22e-05","0.558","0.8062145386695099","0.877","[1, 0, 0, 0]"
"0emkFigRCrQnsaOOnhtoFY","0.893","0.147","0.523536884292641","0.0411","0.0107","0.00632","0.631","0.8463881801911579","0.558","[0, 0, 1, 0]"
"3Xi8swTwqLNUyIUoXbsNyS","0.782","0.0813","0.6425960053198786","0.0931","0.451","0.000726","0.577","0.7717147100262747","0.306","[0, 0, 1, 0]"
"74HwaWwtVa2buG8OIHZkgs","0.499","0.131","0.4752822457998605","0.0317","0.768","0.107","0.435","0.7149004226800197","0.69","[0, 1, 0, 0]"
"79KMw5grBPDLAJTPho7DOe","0.22","0.108","0.341187907415028","0.0357","0.898","0.0211","0.31","0.4089714786184837","0.275","[0, 1, 0, 0]"
"79f4KXkIzwcyfNRBmB4GsU","0.788","0.116","0.3289676930692479","0.077","0.0266","0","0.608","0.8407143673127452","0.313","[0, 0, 0, 1]"
"0VnLohgzwLEleLmo19Z8B0","0.697","0.343","0.2106302147632595","0.0331","0.115","0.893","0.374","0.7841285556528693","0.496","[1, 0, 0, 0]"
"6N4rQ0OWFpyaz5ArPn7gbq","0.376","0.0895","0.796001741484914","0.0411","0.886","0.00109","0.389","0.6313164007463539","0.764","[0, 1, 0, 0]"
"4WUduEPZZG6wiE9B5IklnY","0.744","0.0982","0.5111258222850429","0.0515","0.00397","0.000173","0.476","0.7900689234987243","0.166","[1, 0, 0, 0]"
"2HnkMywsGGmX7alLfLVeqH","0.606","0.0851","0.35977766247398213","0.029","0.501","0.952","0.468","0.4855489128365256","0.517","[0, 1, 0, 0]"
"4tlxyl1P3PtKuRk9EhyTL4","0.697","0.272","0.5471363904743162","0.0337","0.00341","0.191","0.587","0.7854613304900804","0.309","[0, 0, 1, 0]"
"2WKa82l4wxOaawf02uHWZM","0.761","0.395","0.5118116810697012","0.0306","0.00471","1.32e-06","0.547","0.7995887437645177","0.668","[0, 0, 1, 0]"
"7wGx08b8HOKxnppqcoq4ea","0.555","0.0783","0.519982346591282","0.0283","0.893","0.663","0.606","0.6904154449563992","0.589","[0, 1, 0, 0]"
"4IRKYO7hd7aMTv3qXKtvb7","0.955","0.353","0.4995198988507392","0.0794","0.0344","4.55e-05","0.529","0.9428429991241765","0.102","[0, 0, 1, 0]"
"0T38cI9uIhptfZPlf1El09","0.33","0.456","0.4006846659867718","0.2","0.985","0","0.775","0.651764974677278","0.744","[0, 1, 0, 0]"
"4gjddrRqOV1STpc6Tr8jKE","0.837","0.21","0.655185987010431","0.0533","0.00561","2.86e-06","0.389","0.8640950458855335","0.52","[1, 0, 0, 0]"
"2VVlaQo7PigyX6nRrtntT9","0.746","0.706","0.46548937515282723","0.315","0.727","0.897","0.601","0.6779254407676782","0.479","[0, 1, 0, 0]"
"4GCIL6eW6MffcDcwUdCZjY","0.922","0.264","0.5116864372916331","0.0609","0.115","0.00594","0.565","0.8393815924755339","0.575","[0, 0, 1, 0]"
"72xvRETEsd5hS1RfduciRi","0.828","0.117","0.36168017510272976","0.0539","0.253","0","0.689","0.943833060431819","0.317","[0, 0, 1, 0]"
"7kZ7sWTbtD3tEViVevxB8D","0.542","0.39","0.5836360057969978","0.0478","0.113","0.0512","0.543","0.7121206351624081","0.262","[0, 0, 0, 1]"
"6jLW8zuFrV07xe2Bzu5r7m","0.61","0.28","0.42474339935469635","0.0381","0.69","0.00135","0.44","0.6749552568447508","0.577","[0, 1, 0, 0]"
"7tO5SJLzk1p0KuPaoWI8cx","0.119","0.165","0.1778700208143231","0.0628","0.447","5.92e-05","0.788","0.56155515783862","0.541","[0, 1, 0, 0]"
"4Ke1CYcm2wYDFlOhziFFjK","0.0756","0.111","0.5592731089680509","0.147","0.314","0","0.833","0.24858154678039684","0.347","[0, 1, 0, 0]"
"5qRJZGqWHMpKRxk8rmAVto","0.0967","0.218","0.20974754432735143","0.0509","0.91","0.415","0.421","0.41540687711816005","0.183","[0, 1, 0, 0]"
